round,weight_category,fighter_a_country,fighter_a,score,method,fighter_b,fighter_b_country,winner,event_name,start_date,end_date
R16,Men -58kg,RUS,GRITSENKO Vladimir,16:9,PTF,WOOLLEY Jack,IRL,GRITSENKO Vladimir,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men -58kg,KOR,KIM TAEHUN,33:13,PTG,KAMA Moustapha,SEN,KIM TAEHUN,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men -58kg,THA,HANPRAB Tawin,45:28,PTF,DENISOV Stanislav,RUS,HANPRAB Tawin,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -58kg,UKR,MALCHENKO Taras,30:44,PTF,SAWEKWIHAREE Ramnarong,THA,SAWEKWIHAREE Ramnarong,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -58kg,KOR,JANG Jun,17:21,PTF,CATER Max,GBR,CATER Max,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -58kg,GRE,SIMITSIS Georgios,16:22,PTF,KAMA Moustapha,SEN,KAMA Moustapha,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -58kg,BEL,BENSALEH Salaheddine,17:18,PTF,LAKEHAL OMAR,MAR,LAKEHAL OMAR,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -58kg,RUS,GRITSENKO Vladimir,28:17,PTF,DIMITROV Vadim,MDA,GRITSENKO Vladimir,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -58kg,MDA,DIMITROV Stepan,12:19,PTF,KAZEMI Mohammad,IRI,KAZEMI Mohammad,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -58kg,RUS,MIKHAIL ARTAMONOV,23:3,PTG,GILI HAIMOVITZ,ISR,MIKHAIL ARTAMONOV,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -58kg,CRC,OVIEDO Heiner,11:31,PTG,HADIPOUR SEIGHALANI Armin,IRI,HADIPOUR SEIGHALANI Armin,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -58kg,AZE,MAGOMEDOV Gashim,10:17,PTF,DENISOV Stanislav,RUS,DENISOV Stanislav,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -58kg,BRA,TEIXEIRA Venilton,14:16,GDP,ELEFTHERIOS FAKINOS,GRE,ELEFTHERIOS FAKINOS,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -58kg,ITA,FLECCA Antonio,21:24,PTF,WOOLLEY Jack,IRL,WOOLLEY Jack,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
F,Men -68kg,KOR,DAEHOON LEE,18:11,PTF,DENISENKO Alexey,RUS,DAEHOON LEE,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
SF,Men -68kg,RUS,DENISENKO Alexey,17:16,PTF,MCNEISH Christian,GBR,DENISENKO Alexey,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
SF,Men -68kg,KOR,DAEHOON LEE,19:7,PTF,ABUGHAUSH Ahmad,JOR,DAEHOON LEE,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Men -68kg,RUS,DENISENKO Alexey,20:17,PTF,ANDRUN RAZIC Deni,CRO,DENISENKO Alexey,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Men -68kg,RUS,KONSTANTIN MININ,7:21,PTF,ABUGHAUSH Ahmad,JOR,ABUGHAUSH Ahmad,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Men -68kg,KOR,DAEHOON LEE,39:18,PTG,KIM SEOKBAE,KOR,DAEHOON LEE,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Men -68kg,GBR,MCNEISH Christian,8:0,WDR,JAOUAD Achab,BEL,MCNEISH Christian,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men -68kg,AZE,MAMMADOV Mahammad,15:25,PTF,ABUGHAUSH Ahmad,JOR,ABUGHAUSH Ahmad,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men -68kg,GBR,MCNEISH Christian,11:9,GDP,GUZMAN Lucas,ARG,MCNEISH Christian,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men -68kg,MEX,GUTIERREZ Saul,14:21,PTF,KONSTANTIN MININ,RUS,KONSTANTIN MININ,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men -68kg,KOR,DAEHOON LEE,21:18,PTF,PEREZ Javier,ESP,DAEHOON LEE,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men -68kg,CRO,ANDRUN RAZIC Deni,11:10,PTF,MININ Viacheslav,RUS,ANDRUN RAZIC Deni,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men -68kg,BEL,KETBI Si Mohamed,5:16,PTF,JAOUAD Achab,BEL,JAOUAD Achab,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men -68kg,RUS,DENISENKO Alexey,13:5,PTF,AKYOL Berkay,TUR,DENISENKO Alexey,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men -68kg,KOR,KIM SEOKBAE,29:14,PTF,BRECIC Lovre,CRO,KIM SEOKBAE,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -68kg,CRO,ANDRUN RAZIC Deni,17:13,PTF,MECMAJER Jaroslaw,POL,ANDRUN RAZIC Deni,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -68kg,AUS,THOMAS AUGER,15:36,PTG,AKYOL Berkay,TUR,AKYOL Berkay,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -68kg,GBR,LONGOBARDI Peter,5:7,PTF,MAMMADOV Mahammad,AZE,MAMMADOV Mahammad,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -68kg,SRB,VUCKOVIC Nikola,6:10,PTF,BRECIC Lovre,CRO,BRECIC Lovre,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -68kg,EGY,ALY Youssef,8:10,PTF,KONSTANTIN MININ,RUS,KONSTANTIN MININ,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -68kg,KOR,KIM SEOKBAE,31:11,PTG,PILAVAKIS Ioannis,CYP,KIM SEOKBAE,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -68kg,BEL,KETBI Si Mohamed,29:23,PTF,COLON Luis,PUR,KETBI Si Mohamed,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -68kg,IRI,YAGHOUBIJOUYBARI Abolfazl,11:16,PTF,MCNEISH Christian,GBR,MCNEISH Christian,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -68kg,RUS,MININ Viacheslav,16:14,PTF,TAGHIZADE Aykhan,AZE,MININ Viacheslav,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -68kg,BRA,HENRIQUE MOURA,12:29,PTF,PEREZ Javier,ESP,PEREZ Javier,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -68kg,ARG,GUZMAN Lucas,21:3,PTF,AFONCZENKO Thomas,AUS,GUZMAN Lucas,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
F,Men -80kg,RUS,KOTKOV Anton,35:26,PTF,COOK Aaron,MDA,KOTKOV Anton,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
SF,Men -80kg,KOR,HUN KIM,13:15,GDP,COOK Aaron,MDA,COOK Aaron,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
SF,Men -80kg,CIV,CISSE Cheick Sallah,14:17,PTF,KOTKOV Anton,RUS,KOTKOV Anton,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Men -80kg,CIV,CISSE Cheick Sallah,24:18,PTF,RAFALOVICH Maksim,UZB,CISSE Cheick Sallah,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Men -80kg,RUS,GAUN Albert,14:19,PTF,HUN KIM,KOR,HUN KIM,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Men -80kg,CRO,KANAET Toni,17:19,PTF,COOK Aaron,MDA,COOK Aaron,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Men -80kg,RUS,KOTKOV Anton,11:2,PTF,EISSA Seif,EGY,KOTKOV Anton,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men -80kg,RUS,GAUN Albert,24:8,PTF,MARTON Jack,AUS,GAUN Albert,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men -80kg,CIV,CISSE Cheick Sallah,6:5,PTF,MARTINEZ GARCIA Raul,ESP,CISSE Cheick Sallah,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men -80kg,KOR,HUN KIM,11:7,PTF,BARBOSA Elvis,PUR,HUN KIM,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men -80kg,RUS,KOTKOV Anton,15:12,PTF,MAKSIM Khramtcov,RUS,KOTKOV Anton,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men -80kg,CHN,QIAO Sen,5:13,PTF,RAFALOVICH Maksim,UZB,RAFALOVICH Maksim,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men -80kg,ESP,QUESADA BARRERA Daniel,4:10,PTF,KANAET Toni,CRO,KANAET Toni,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men -80kg,POR,FERREIRA Julio,5:9,PTF,EISSA Seif,EGY,EISSA Seif,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men -80kg,USA,RAHIMI Thomas,11:12,PTF,COOK Aaron,MDA,COOK Aaron,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -80kg,GBR,SANSUM Damon,9:17,PTF,QIAO Sen,CHN,QIAO Sen,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -80kg,POR,FERREIRA Julio,6:5,SUP,ISHIDA Jaysen,USA,FERREIRA Julio,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -80kg,USA,RAHIMI Thomas,13:10,PTF,CORTEN Nicholas Stefan S.,BEL,RAHIMI Thomas,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -80kg,UZB,RAFALOVICH Maksim,8:0,PTF,HAYDER SHKARA,AUS,RAFALOVICH Maksim,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -80kg,NOR,ASP John,5:20,PTF,KANAET Toni,CRO,KANAET Toni,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -80kg,UZB,RAFALOVICH Nikita,8:9,PTF,KOTKOV Anton,RUS,KOTKOV Anton,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -80kg,KOR,HUN KIM,10:9,PTF,HORVAT Luka,CRO,HUN KIM,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -80kg,FRA,TORANN MAIZEROI,6:7,PTF,MARTON Jack,AUS,MARTON Jack,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -80kg,TUN,TRABELSI Yassine,3:5,PTF,QUESADA BARRERA Daniel,ESP,QUESADA BARRERA Daniel,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -80kg,PUR,BARBOSA Elvis,12:10,PTF,TAHIR GUELEC,GER,BARBOSA Elvis,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -80kg,ESP,MARTINEZ GARCIA Raul,5:4,GDP,ORDEMANN Richard andre,NOR,MARTINEZ GARCIA Raul,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men -80kg,ITA,BOTTA Roberto,3:24,PTF,MAKSIM Khramtcov,RUS,MAKSIM Khramtcov,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
F,Men +80kg,KOR,IN KYO DON,9:12,GDP,ROMAN KUZNETSOV,RUS,ROMAN KUZNETSOV,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
SF,Men +80kg,CRO,GOLEC Vedran,4:8,PTF,ROMAN KUZNETSOV,RUS,ROMAN KUZNETSOV,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
SF,Men +80kg,RUS,KIRICHENKO Yury,4:12,PTF,IN KYO DON,KOR,IN KYO DON,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Men +80kg,RUS,ROMAN KUZNETSOV,19:5,PTF,TRAJKOVIC Ivan konrad,SLO,ROMAN KUZNETSOV,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Men +80kg,RUS,VLADISLAV LARIN,3:5,PTF,KIRICHENKO Yury,RUS,KIRICHENKO Yury,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Men +80kg,AZE,AZIZOV Ramin,0:12,PTF,IN KYO DON,KOR,IN KYO DON,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Men +80kg,GBR,CHO Mahama,13:15,PTF,GOLEC Vedran,CRO,GOLEC Vedran,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men +80kg,RUS,KIRICHENKO Yury,13:7,PTF,JO Chol-ho,KOR,KIRICHENKO Yury,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men +80kg,GBR,CHO Mahama,13:3,PTF,HEALY Jonathan,USA,CHO Mahama,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men +80kg,RUS,VLADISLAV LARIN,10:3,PTF,GBANE Seydou,CIV,VLADISLAV LARIN,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men +80kg,FRA,EL YAZIDI Omar,3:8,PTF,GOLEC Vedran,CRO,GOLEC Vedran,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men +80kg,RUS,ROMAN KUZNETSOV,7:5,PTF,BACHMANN Alexander,GER,ROMAN KUZNETSOV,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men +80kg,ARG,MARTíN Sio,4:12,PTF,TRAJKOVIC Ivan konrad,SLO,TRAJKOVIC Ivan konrad,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men +80kg,KOR,IN KYO DON,9:8,PTF,LAMBDIN Stephen,USA,IN KYO DON,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Men +80kg,GAB,OBAME Anthony Mylann,2:4,PTF,AZIZOV Ramin,AZE,AZIZOV Ramin,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men +80kg,CIV,GBANE Seydou,12:5,PTF,ALI SARI,TUR,GBANE Seydou,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men +80kg,FRA,EL YAZIDI Omar,28:5,PTF,PEREA TARIRA Jesus,ECU,EL YAZIDI Omar,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men +80kg,ARG,MARTíN Sio,8:6,GDP,ZHAPAROV Ruslan,KAZ,MARTíN Sio,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men +80kg,GER,KESELJ Aleksandar,4:7,PTF,BACHMANN Alexander,GER,BACHMANN Alexander,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men +80kg,ESP,ROS GÓMEZ Daniel,8:13,PTF,KIRICHENKO Yury,RUS,KIRICHENKO Yury,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men +80kg,SRB,JOVANOV Drasko,7:10,PTF,HEALY Jonathan,USA,HEALY Jonathan,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men +80kg,KOR,IN KYO DON,30:1,PTG,SANDERS Dafydd,NZL,IN KYO DON,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Men +80kg,AZE,AZIZOV Ramin,10:3,PTF,YUKSEL Serdar,TUR,AZIZOV Ramin,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
F,Women -49kg,KOR,SOHUI KIM,6:8,PTF,WONGPATTANAKIT Panipak,THA,WONGPATTANAKIT Panipak,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
SF,Women -49kg,KOR,SOHUI KIM,13:0,PTF,RODRIGUEZ Camila,COL,SOHUI KIM,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
SF,Women -49kg,SRB,BOGDANOVIC Tijana,3:33,PTF,WONGPATTANAKIT Panipak,THA,WONGPATTANAKIT Panipak,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Women -49kg,KOR,SOHUI KIM,11:5,PTF,KOUTTOUKI Kyriaki,CYP,SOHUI KIM,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Women -49kg,CRO,TOMIC Kristina,17:18,PTF,RODRIGUEZ Camila,COL,RODRIGUEZ Camila,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Women -49kg,SRB,BOGDANOVIC Tijana,15:6,PTF,YILDIRIM Rukiye,TUR,BOGDANOVIC Tijana,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Women -49kg,KOR,HA Min-Ah,2:18,PTF,WONGPATTANAKIT Panipak,THA,WONGPATTANAKIT Panipak,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -49kg,SRB,BOGDANOVIC Tijana,8:7,PTF,PALMER SOLER Blanca,ESP,BOGDANOVIC Tijana,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -49kg,COL,RODRIGUEZ Camila,20:14,PTF,AZIEZ Yasmina,FRA,RODRIGUEZ Camila,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -49kg,TRT,POURYOUNES Dina,0:20,PTG,WONGPATTANAKIT Panipak,THA,WONGPATTANAKIT Panipak,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -49kg,ESP,LAGUNA PEREZ Irene,4:10,PTF,KOUTTOUKI Kyriaki,CYP,KOUTTOUKI Kyriaki,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -49kg,BRA,TANG SING Iris,6:12,PTF,TOMIC Kristina,CRO,TOMIC Kristina,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -49kg,UKR,ROMOLDANOVA Iryna,7:16,PTF,HA Min-Ah,KOR,HA Min-Ah,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -49kg,KOR,SOHUI KIM,16:4,PTF,MUSTAPHA Hajer,FRA,SOHUI KIM,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -49kg,RUS,IGUMENOVA Svetlana,3:16,PTF,YILDIRIM Rukiye,TUR,YILDIRIM Rukiye,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -49kg,ITA,NICOLI Erica,5:19,PTF,HA Min-Ah,KOR,HA Min-Ah,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -49kg,TRT,POURYOUNES Dina,10:9,PTF,SMIRNOVA Maria,RUS,POURYOUNES Dina,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -49kg,AUS,KYRIAZOPOULOS Deanna,0:18,PTG,TOMIC Kristina,CRO,TOMIC Kristina,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -49kg,ESP,PALMER SOLER Blanca,28:1,PTG,ISMAILI Maryam,BEL,PALMER SOLER Blanca,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -49kg,BRA,REIS Talisca,17:18,PTF,MUSTAPHA Hajer,FRA,MUSTAPHA Hajer,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -49kg,COL,RODRIGUEZ Camila,3:3,SUP,CIDEM Ipek,TUR,RODRIGUEZ Camila,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -49kg,RUS,IGUMENOVA Svetlana,9:0,PTF,GOFFIN Anneleen,BEL,IGUMENOVA Svetlana,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -49kg,RUS,BRYZGALOVA Regina,12:30,PTF,LAGUNA PEREZ Irene,ESP,LAGUNA PEREZ Irene,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
F,Women -57kg,KOR,KIM So-hee,9:16,PTF,LEE AHREUM,KOR,LEE AHREUM,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
SF,Women -57kg,PAN,CARSTENS Carolena,5:15,PTF,KIM So-hee,KOR,KIM So-hee,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
SF,Women -57kg,BEL,ASEMANI Raheleh,6:26,PTF,LEE AHREUM,KOR,LEE AHREUM,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Women -57kg,CRO,NIKITA GLASNOVIC,4:17,PTF,CARSTENS Carolena,PAN,CARSTENS Carolena,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Women -57kg,LAT,TARVIDA Inese,10:13,PTF,ASEMANI Raheleh,BEL,ASEMANI Raheleh,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Women -57kg,KOR,KIM So-hee,22:15,PTF,FOLGMANN Madeline,GER,KIM So-hee,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Women -57kg,CAN,PARK Skylar,14:36,PTG,LEE AHREUM,KOR,LEE AHREUM,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -57kg,CRO,NIKITA GLASNOVIC,13:9,PTF,MIKKONEN Suvi,FIN,NIKITA GLASNOVIC,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -57kg,TUR,AGRIS Zeliha,12:16,PTF,CARSTENS Carolena,PAN,CARSTENS Carolena,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -57kg,CAN,PARK Skylar,16:13,PTF,VULETIC Bruna,CRO,PARK Skylar,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -57kg,GBR,BOOTH Rachelle,7:9,GDP,ASEMANI Raheleh,BEL,ASEMANI Raheleh,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -57kg,RUS,KIM Ekaterina,15:21,PTF,LEE AHREUM,KOR,LEE AHREUM,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -57kg,GER,FROEMMING Anna-Lena,4:12,PTF,TARVIDA Inese,LAT,TARVIDA Inese,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -57kg,GER,FOLGMANN Madeline,19:13,PTF,ABDELKADER Radwa,EGY,FOLGMANN Madeline,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R16,Women -57kg,KOR,KIM So-hee,14:9,PTF,TATIANA Minina,RUS,KIM So-hee,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -57kg,RUS,MININA Daria,5:10,PTF,AGRIS Zeliha,TUR,AGRIS Zeliha,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -57kg,COL,GARCIA Laura,11:25,PTF,ASEMANI Raheleh,BEL,ASEMANI Raheleh,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -57kg,CRO,VULETIC Bruna,3:0,GDP,CALVO GOMEZ Marta,ESP,VULETIC Bruna,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -57kg,CAN,PARK Skylar,23:3,PTG,MALLIEN Clara,FRA,PARK Skylar,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -57kg,FIN,MIKKONEN Suvi,15:13,GDP,KOTSIS Edina,HUN,MIKKONEN Suvi,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -57kg,LAT,TARVIDA Inese,7:6,PTF,ILGUN Hatice Kubra,TUR,TARVIDA Inese,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -57kg,BRA,ARAUJO Rafaela,10:15,PTF,TATIANA Minina,RUS,TATIANA Minina,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -57kg,GER,FOLGMANN Madeline,20:8,PTF,PILAVAKI Despina,CYP,FOLGMANN Madeline,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -57kg,GBR,BOOTH Rachelle,42:30,PTF,STETIC Marija,BIH,BOOTH Rachelle,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -57kg,BRA,LIMA Josiane,3:24,PTG,CARSTENS Carolena,PAN,CARSTENS Carolena,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
R32,Women -57kg,RUS,KIM Ekaterina,7:3,PTF,ADAMKIEWICZ Patrycja,POL,KIM Ekaterina,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
F,Women -67kg,CIV,GBAGBI Ruth,7:4,PTF,TATAR Nur,TUR,GBAGBI Ruth,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
SF,Women -67kg,USA,MC PHERSON Paige,8:10,GDP,TATAR Nur,TUR,TATAR Nur,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
SF,Women -67kg,KOR,HYERI OH,11:22,PTF,GBAGBI Ruth,CIV,GBAGBI Ruth,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Women -67kg,CHN,GUO Yunfei,10:15,PTF,GBAGBI Ruth,CIV,GBAGBI Ruth,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Women -67kg,KOR,HYERI OH,28:22,PTF,WILLIAMS Lauren,GBR,HYERI OH,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Women -67kg,AZE,AZIZOVA Farida,5:9,PTF,TATAR Nur,TUR,TATAR Nur,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
QF,Women -67kg,SWE,JOHANSSON Elin,8:14,PTF,MC PHERSON Paige,USA,MC PHERSON Paige,Moscow 2017 World Taekwondo Grand Prix,2017-08-04,2017-08-06
